,fileName,tags
494,778023.tags,"neural networks
cs
dimensionality reduction
machine learning
"
495,86865.tags,"quals
decision making
"
496,459365.tags,"socialnetworks
dynamism
evolution
"
497,740681.tags,"tagging
classification
folksonomies
bookmarking
social
patterns
"
498,239581.tags,"kinesin
molecular motors
protein structure
myosin
protein dynamics
nma
"
499,329170.tags,"bioinf methods
protein evolution
protein sequence
correlated mutations
protein design
protein structure
"
500,354027.tags,"protein structure
protein protein
"
501,778023.tags,"pca
neural net
r
"
502,1097231.tags,"association
expression
snps
"
503,112878.tags,"conservation
selection
evolution
msa
"
504,1336057.tags,"expression
rna
"
505,1551105.tags,"evolution
acceleration
chip chip
yeast
tf
expression
"
506,1624776.tags,"yeast
proteins
evolution
"
507,1880339.tags,"fly
conservation
"
508,1880603.tags,"genome
evolution
fly
"
509,227153.tags,"primates
genome
"
510,2288308.tags,"msa
alignment
"
511,229.tags,"evolution
msa
rodents
genome
"
512,355574.tags,"msa
evolution
selection
proteins
acceleration
"
513,420465.tags,"msa
phylogenetics
evolution
selection
conservation
"
514,444860.tags,"rodents
evolution
msa
genome
"
515,540889.tags,"primates
arrays
expression
acceleration
evolution
msa
"
516,571538.tags,"arrays
snps
"
517,99033.tags,"popgen
snps
"
518,265789.tags,"nonhuman
anlab
language evolution
language
ur bcs 501
"
519,312119.tags,"statistical learning
language
infants
rules
language acquisition
"
520,312124.tags,"statistical learning
language acquisition
infants
language
"
521,355574.tags,"popgen
human
positive
selection
"
522,99033.tags,"snp
selection
positive
human
"
523,302050.tags,"similarity
modularity
structural
hierarhical
clustering
"
524,459365.tags,"email
network
time
prediction
"
525,407273.tags,"statistics
s
data integration
systems biology
statistical power
"
526,142488.tags,"genecircuits
stochastic
expression
networks
genevariation
avano lab
syntheticbiology
gene
geneticnetworks
noise
"
527,2107.tags,"transcriptional regulation
network
thesis
genomics
yeast
networks
bivoc
chip
"
528,292.tags,"design
literature based discovery
biological
scientist
robot
automation
experimental
systems
for
"
529,482101.tags,"transcription
array
selex
factor
binding
"
530,506455.tags,"development
evolution
regulation
molecular signaling
noise
networks
regulatory cascades
morphogenesis
expression
gene expression
gene expression
gene
collins lab
transcriptional regulation
transcription
collins
"
531,698675.tags,"tfbs
turnover
alignment
selection
annotation
footprinting
evolution
constraint
conserved
transcription
mammal
human
prediction
mammals
rate
"
532,1272533.tags,"statistics
analysis
"
533,1391621.tags,"attention
monkeys
visual
synchronization
"
534,1418865.tags,"dopamine
vta
lateral habenula
physiology
snc
"
535,1532668.tags,"decision
striatum
reward
dorsal striatum
review
"
536,1568644.tags,"rate coding
analysis
synchronization
"
537,1610369.tags,"methods
amygdala
consolidation
mutant mice
c fos
retrieval
"
538,353537.tags,"action selection
reinforcement learning
review
dopamine
"
539,355573.tags,"striatum
rats
habit
learning
"
540,506468.tags,"reward
amygdala
aversive
"
541,702349.tags,"cortex
reinforcement learning
decision
explore exploit
"
542,86865.tags,"monkeys
decision
lip
"
543,100166.tags,"review
networks
bayesian
transcription
regulation
"
544,2107.tags,"chip2
cis regulation
transcription
reconstruction
network
"
545,227174.tags,"network
network motif
dynamic
p2p
"
546,272.tags,"dynamic
regulatory
network
"
547,3594.tags,"regulatory
network
network motif
p2p
"
548,466068.tags,"transcription
cis regulation
network
regulatory
chip2
"
549,477450.tags,"network
p2p
reconstruction
"
550,560813.tags,"network
evolution
reconstruction
p2p
resource
"
551,613191.tags,"transcription
reconstruction
regulatory
network motif
network
metabolic
chip2
"
552,86487.tags,"regulatory
rna
network
"
553,880918.tags,"phenotype
networks
expression
"
554,114199.tags,"agents
rationality
institutions
5
sustainability
resourcemanagement
"
555,1632947.tags,"distributed
evolution
rationality
primate
"
556,249.tags,"neuron
intro
evolution
informationtheory
simulation
metabolism
cas
"
557,43.tags,"design
cell
metabolism
intro
parsimony
"
558,137111.tags,"non mendelian inheritance
genetics
mendelian inheritance
inheritance
evolution
"
559,302050.tags,"network
metabolic
hierarchical
modularity
"
560,540889.tags,"evolution
gene regulation
primates
"
561,771144.tags,"noncoding rna
gene regulation
"
562,738207.tags,"rhetoric
citation analysis
discourse analysis
"
563,81501.tags,"community detection
social networks
clustering
"
564,620656.tags,"qtl
expression
yeast
transcription
regulation
"
565,114199.tags,"sociology
economics
"
566,740681.tags,"classification
social networks
social informatics
social navigation
"
567,609199.tags,"language
cognition
sapir whorf hypothesis
number
sapir whorf
cpprosem2
numbers
counting
"
568,1206611.tags,"social
network
evolution
"
569,303889.tags,"empirical
social network
"
570,459365.tags,"empirical
dynamic
social
network
"
571,668899.tags,"networks
evolution
model
game
"
572,81501.tags,"network
subgroups
community structure
"
573,99.tags,"model
network
"
574,525366.tags,"expression
analysis
method
"
575,880918.tags,"toxicogenomics
data
analysis
expression
"
576,312124.tags,"infant speech perception
lexical development
word learning
"
577,312476.tags,"statistics
language acquistion
artificial intelligence
model
"
578,702349.tags,"reinforcement learning
exploration
brain
"
579,833421.tags,"networks
systems biology
scale free
cancer
bioinformatics
protein interactions
protein networks
interactome
"
580,118649.tags,"rna
non coding
mirna precursor
mirna
"
581,118744.tags,"rna
scfg
secondary structure
"
582,150261.tags,"pseudoknot
secondary structure
rna
"
583,1362387.tags,"solexa
chipchip
"
584,904109.tags,"microarray
qtl
"
585,702349.tags,"ofc
fmri
neuroscience
exploration exploitation
reward
learning
cortex
ips
neuroeconomics
"
586,778023.tags,"dimensionality reduction
machine learning
autoencoder
neural network
"
587,80410.tags,"visual cortex
optical imaging
columnar organization
"
588,1067802.tags,"search
bio inspired
infotaxis
optimization
algorithm
"
589,44.tags,"coupled oscillator
small world
complex networks
"
590,84176.tags,"fractality
complex networks
"
591,90558.tags,"complex networks
scale free
network
"
592,99.tags,"complex systems
complex networks
network
small world
"
593,1116998.tags,"bioinformatics
network
"
594,1362387.tags,"genome wide
chip seq
"
595,1910555.tags,"network
bioinformatics
systems
tfs
"
596,238188.tags,"bioinformatics
blast
"
597,272.tags,"tfs
bioinformatics
yeast
"
598,466068.tags,"tfs
network
"
599,613191.tags,"metabolite
network
yeast
"
600,880918.tags,"network
small molecule
tfs
bioinformatics
"
601,101973.tags,"dynamics
learning
prefrontal cortex
striatum
"
602,121661.tags,"dopamine
reward
reinforcement learning
"
603,1532668.tags,"basal ganglia
striatum
reinforcement learning
dopamine
review
"
604,355573.tags,"prefrontal cortex
basal ganglia
reinforcement learning
striatum
"
605,802975.tags,"prefrontal cortex
connectivity
reward
striatum
"
606,1388250.tags,"functional
analysis
genome
encode
human
"
607,523878.tags,"rna
small
arabidopsis
"
608,1307464.tags,"systems biology
synthetic biology
networks
"
609,1910555.tags,"expression regulation
promoter
synthetic biology
"
610,506455.tags,"expression regulation
genetic circuits
synthetic biology
"
611,1610369.tags,"c fos
associative memory
mouse
transgenic
2p
morphology
mutant mice
method
imaging
l and m
"
612,353538.tags,"review
cortex
network
computational
"
613,80410.tags,"rat
2p
columns
functional
imaging
anatomy
calcium
circuits
cat
v1
"
614,211497.tags,"language
syntax
 d 
evolution
"
615,303889.tags,"small world
search
empirical
social networks
"
616,459365.tags,"social networks
empirical
dynamics
"
617,99.tags,"theoretical
small world
networks
dynamics
"
618,478707.tags,"yeast
protein
coexpression
"
619,525366.tags,"gsea
go
"
620,528160.tags,"microarray
atlas
"
621,880918.tags,"microarray
metastudy
"
622,957831.tags,"cnv
microarray
"
623,112878.tags,"genomics
dna
"
624,126997.tags,"structure prediction
casp
protein structure
pdb
"
625,341252.tags,"protein structure
structure prediction
"
626,353538.tags,"dendrites
spines
plasticity
capacity
learning
"
627,84309.tags,"economics
property
digital
policy
information
rights
intellectual
"
628,1206611.tags,"sociophysics
social dynamics
quantitative
quantifying
evolution
cultural evolution
"
629,44.tags,"exploring
network
networks
"
630,239528.tags,"gene expression
rma
microarray
"
631,272363.tags,"survey
text mining
"
632,1336057.tags,"noncoding rna
rna
transcription
"
633,1624776.tags,"yeast
evolution
synteny
gene
"
634,1880603.tags,"12flies
comparative genomics
drosophila
genome paper
"
635,1989097.tags,"gene finding
comparative genomics
annotation
human
noncoding
genome annotation
"
636,229.tags,"comparative genomics
mouse
genome paper
"
637,415502.tags,"bioperl
perl
bioinformatics
"
638,444860.tags,"genome paper
rat
comparative genomics
"
639,430079.tags,"vision
we know nothing
v1
neuroconcept
neurophysiology
model
lgn
retina
"
640,239528.tags,"expression
normalization
analysis
data
gene
rma
microarray
"
641,227153.tags,"human
genomepaper
tez
"
642,229.tags,"mouse
genomepaper
"
643,420465.tags,"alignment
tez
conservation
"
644,546157.tags,"moral reasoning
moral
ethics
neuroscience
emotion
"
645,1206611.tags,"social networks
social networks
social analysis
"
646,44.tags,"social networks
graph mining
graph
"
647,459365.tags,"dynamic network
social networks
dynamic
social analysis
dynamic network analysis
"
648,1016800.tags,"networks
duplication
"
649,141524.tags,"gene expr
single cell
"
650,142488.tags,"gene expr
networks
"
651,1880339.tags,"genomics
droso
"
652,1880603.tags,"droso
genomics
phylogeny
"
653,227153.tags,"humans
genomics
"
654,43.tags,"modeling
complexity
networks
"
655,454555.tags,"te
bioinformatics
rpt
"
656,106364.tags,"system  primates
tech  motif analysis
system  mouse
tech  phylogenetic comparison
"
657,229.tags,"system  mouse
key  genome
"
658,43.tags,"key  systems biology
key  robustness
type  review
key  regulatory network
"
659,466050.tags,"system  drosophilidae
key  gene expression
key  molecular evolution
tech  phylogenetic comparison
"
660,620656.tags,"key  gene expression
tech  qtl
system  yeast
tech  population genetics
tech  microarray
"
661,957831.tags,"system  primates
key  genome
key  molecular evolution
"
662,332173.tags,"bioinformatics
allostery
cooperativity
"
663,1602005.tags,"visualization
network alignment
tools
protein protein
"
664,227174.tags,"network properties
network topology
interactions
protein protein
"
665,309778.tags,"proteomics
interactions
protein protein
"
666,334264.tags,"protein protein
interactions
"
667,407273.tags,"tools
clustering
methods
statistics
"
668,478707.tags,"protein protein
interactions
"
669,227174.tags,"proteins
book
scale free networks
"
670,478707.tags,"scale free networks
proteins
book
"
671,81501.tags,"communities
book
scale free networks
"
672,84176.tags,"scale free networks
fractals
"
673,3594.tags,"genetics
regulation
network
"
674,86487.tags,"untranslated
regions
micrornas
organ
specificity
genetics
3
"
675,101.tags,"networks
motifs
"
676,1307464.tags,"networks
motifs
"
677,307461.tags,"motifs
networks
"
678,553494.tags,"singlecell
moleculedetection
microfluidics
"
679,1320727.tags,"statistics
genomics
network
analysis
bioinformatics
disease
integration
methodspaper
systems
"
680,2100.tags,"yeast
proteomics
systems
analysis
array
methodspaper
genomics
network
integration
deletion
expression
model
bioinformatics
"
681,560813.tags,"interaction
tap
ht
yeast
complex
"
682,613191.tags,"network
metabolic
model
methodspaper
regulation
transcription
yeast
"
683,620656.tags,"tacqa
expression
qtl
yeast
"
684,1307464.tags,"review
network motifs
gene regulation
gene networks
"
685,141524.tags,"fluctuations
noise
experiment
single cell
gene expression
stochasticity
"
686,142488.tags,"gene expression
stochasticity
experiment
gene networks
fluctuations
noise
"
687,1910555.tags,"gene expression
systems biology
gene circuits
synthetic biology
"
688,553494.tags,"gene expression
experiment
noise
fluctuations
single molecule
stochasticity
bursting
"
689,559064.tags,"gene expression
gene networks
review
network motifs
"
690,622483.tags,"noise
theory
fluctuations
gene expression
"
691,504894.tags,"expression
breast
microarray
profile
cancer
veer
"
692,957831.tags,"cnv
human
snp
"
693,668899.tags,"cooperation
evolution
network
"
694,778023.tags,"deep
belief
inference
network
nets
neural
"
695,121661.tags,"electrophysiology
reward
"
696,86865.tags,"decision making
electrophysiology
ppc
"
697,1016800.tags,"evolution
networks
structural biology
"
698,1159615.tags,"protein function
networks
systems biology
pathways
"
699,1388250.tags,"genetics
gene function
"
700,238188.tags,"algorithm
alignment
"
701,309778.tags,"disease
networks
systems biology
"
702,329170.tags,"protein folding
protein function
"
703,880918.tags,"disease
gene expression
networks
"
704,1206611.tags,"thesis
eur
"
705,668899.tags,"graph
links
network
evolution
"
706,99.tags,"smallworld
network
graph
thesis
"
707,460153.tags,"gene
genomics
evolutionary
structure
drift
introns
"
708,1067802.tags,"ecology
modelling
artificial intelligence
localization
machine learning
bio inspired
simulation
robot
derivative free
optimization
path
"
709,549806.tags,"metaheuristic
evolutionary computation
stochastic
biomedical
comparison
parameter estimation
evolution strategies
"
710,1144477.tags,"neuroanatomy
cortex
imaging
network
topology
"
711,1197981.tags,"parietal
prefrontal cortex
attention
"
712,1568644.tags,"neurodynamics
computation
neuron
correlation
"
713,353537.tags,"attention
cognitive control
behavioral control
dopamine
neuroscience
"
714,559064.tags,"evolution
network
developement
genetics
phylogeny
"
715,802975.tags,"learning
cortex
reinforcement
reward
basal ganglia
"
716,80410.tags,"neuroimaging
network
functional
cellular
neuroanatomy
architecture
"
717,437770.tags,"secondary
prediction
structure
rna
rnasoft
"
718,833421.tags,"statistics
human
citesme
interaction
network
"
719,1067802.tags,"olfaction
information
"
720,1568644.tags,"coding
correlation
integrate and fire
"
721,341252.tags,"rotamers
protein
sidechains
bayesian
"
722,44.tags,"complexity
graphs
network
"
723,99.tags,"graphs
network
"
724,1116998.tags,"identification
sysbio
review
pathways
"
725,549806.tags,"paramestim
identification
pathways
sysbio
"
726,101.tags,"motifs
network
"
727,1159615.tags,"protein
review
prediction
function
network
ppi
"
728,142323.tags,"analysis
ppi
statistical
of
domains
"
729,227174.tags,"ppi
network
modularity
"
730,937059.tags,"stem
cell
network
ppi
"
731,446839.tags,"photography
media
photos
blogs
culture
"
732,740681.tags,"social software
folksonomy
tagging
relevance
web epistemology
"
733,504894.tags,"signature
cancer
microarray
"
734,937059.tags,"cell
network
stem
"
735,740681.tags,"golder
citation
tagging
must
huberman
problems
"
736,1116998.tags,"network inference
tutorial
"
737,1159615.tags,"prediction
network
yeast
"
738,1551105.tags,"yeast
transcription
"
739,227174.tags,"yeast
hubs
ppi
"
740,459365.tags,"socialsimulation
socialnetwork
modeling
evolutionary
complexnetwork
"
741,81501.tags,"socialnetwork
community
clustering
"
742,1144477.tags,"anatomy
cortical thickness
brain
connectivity
imaging
mri
small world
"
743,265789.tags,"language
gradu
animal communication
language evolution
language complexity
"
744,312476.tags,"language acquisition
constraints
"
745,477450.tags,"yeast
ip
proteome
tap
"
746,560813.tags,"proteome
yeast
ip
tap
"
747,112878.tags,"cne
humans
vertebrates
"
748,1392792.tags,"genome
encode
gene
"
749,1551105.tags,"divergence
yeast
binding site
"
750,238188.tags,"alignment
algorithm
"
751,420465.tags,"cne
comparative
worms
non coding
vertebrates
phastcons
yeast
insects
"
752,559064.tags,"evolution
regulatory network
grn
"
753,1137519.tags,"internet
blog
web
20
podcast
"
754,106364.tags,"transcription
regulation
"
755,142488.tags,"genevariation
networks
"
756,2107.tags,"yeast
networks
"
757,272.tags,"topology
networks
"
758,3594.tags,"networks
motifs
"
759,506455.tags,"networks
transcription
"
760,239569.tags,"foster
distributed
parallel
hpc
computing
computers
grid
argonne
globusproject
globus
"
761,1388250.tags,"misc
evolution
"
762,355574.tags,"evolution
positive selection
"
763,957831.tags,"misc
haplotypes
nssnps
evolution
"
764,101.tags,"graphs
datamining
network
"
765,363614.tags,"datamining
graphs
network
"
766,99.tags,"datamining
network
graphs
"
767,1391621.tags,"heather
kristina
attention
arash
"
768,1392584.tags,"kristina
attention
eeg
arash
heather
"
769,1610369.tags,"associative memory
general
"
770,1632947.tags,"nichola
brian
imitation
jessica
shiva
social cognition
"
771,1926414.tags,"memory
nichola
consolidation
kristina
heather
hippocampus
learning
pfc
"
772,656280.tags,"episodic memory
planning
general
"
773,1202726.tags,"microbial ecology
marine
biogeography
"
774,1202726.tags,"biology
model
ocean
climate
ecology
phytoplankton
"
775,1272477.tags,"drought
ecology
vegetation
climate
precipitation
tropics
"
776,1322886.tags,"carbon
emissions
regional
ipcc
co2
economics
climate
projections
sres
"
777,1631613.tags,"ocean
impacts
dic
anthropogenic
sulfur
atmosphere
co2
nitrogen
acidification
climate
carbon
"
778,375823.tags,"policy
carbon
co2
energy
stabilization
climate
economics
mitigation
"
779,1206611.tags,"tagging
sociology
taggingpres
socialnetworking
networktheory
"
780,1206611.tags,"scientific
cell
phone
dynamics
collaboration
percolation
networks
social
"
781,1752368.tags,"evolutionary
thousand
the
language
alternatives
dynamics
rule
of
tombstone
is
a
"
782,99.tags,"complex
dynamics
systems
network
"
783,1133633.tags,"clustering
structure
rna
alignment
"
784,1206611.tags,"evolution
social
network
"
785,1226851.tags,"bayesian
bioinformatics
"
786,1307464.tags,"network
motif
review
"
787,1362387.tags,"protein
rna
genome
interaction
"
788,1551105.tags,"yeast
divergence
transcription
binding
site
"
789,1610049.tags,"genome
bacterial
gene
eukaryota
evolution
lgt
"
790,1624776.tags,"evolution
gene
"
791,1794647.tags,"structure
prediction
"
792,1880603.tags,"evolution
genome
gene
phylogeny
"
793,1910555.tags,"gene
expression
synthetic
promoter
"
794,2235507.tags,"promoter
divergence
gene
expression
evolution
"
795,528160.tags,"expression
microarray
gene
transcriptome
compendium
"
796,1206611.tags,"community
networks
evolution
swarm
"
797,1391621.tags,"brain
dynamics
synchronization
visual
"
798,265789.tags,"evolang
recursion
"
799,312476.tags,"machine learning
grammar
computational linguistics
induction
"
800,272.tags,"evolution
motifs
"
801,540889.tags,"genomics
genetics
evolution
gene
regulation
homo sapiens
"
802,668933.tags,"genetics
dna
"
803,1551105.tags,"devin presented
eisen journal club
rich presented
"
804,2107.tags,"affin cut
review
"
805,150261.tags,"rna secondary structure
pseudoknots
rna
"
806,612608.tags,"rna secondary structure
review
"
807,1202726.tags,"41061108
biogegraphy
ocean
models
ecosystem
microbial
communites
"
808,101.tags,"link analysis
web characterization
data mining
"
809,363614.tags,"graph characterization
motifs
"
810,121661.tags,"rpe
reward
dopamine
"
811,1418865.tags,"rpe
stimulation
habenula
dopamine
"
812,1144477.tags,"connectivity
network
cortex
"
813,1532668.tags,"dorsal striatum
decision making
"
814,1926414.tags,"cortex
memory
sleep
"
815,355573.tags,"neuron
encoding recoding
memory
"
816,44.tags,"neurons
networks
"
817,465989.tags,"neural
decision making
"
818,86865.tags,"choice
limitations
neurons
other
cortex
decision making
"
819,99.tags,"dynamics
networks
"
820,1322799.tags,"decisionmaking
psych
incentives
social
temporaldiscounting
neuroscience
economics
"
821,740681.tags,"communities
online
collaboration
tagging
"
822,86865.tags,"brain
decisionmaking
neuroscience
"
823,1202726.tags,"emergent
ecosystem
biology
biogeography
phytoplankton
ocean
model
gcm
community
"
824,1272477.tags,"climate
vegetation
tropical
drought
ecology
precipitation
"
825,1322886.tags,"regional
climate
emissions
carbon
scenarios
co2
economics
global
projections
ipcc
china
"
826,1631613.tags,"oceans
co2
carbon
coastal
atmospheric deposition
nitrogen
nitrate
dic
eutrophication
sulfur
acidification
alkalinity
"
827,509425.tags,"runoff
anthropogenic
hydrology
co2
evapotranspiration
rivers
climate change
"
828,1159615.tags,"network
function
"
829,1362387.tags,"genome
interaction
"
830,1551105.tags,"compare genomics
tfbs
regulation
"
831,1794647.tags,"prediction
structure
"
832,1910555.tags,"transcriptome
transcription
tfbs
regulation
expression
"
833,2288308.tags,"transcription
regulation
"
834,272.tags,"regulation
trn
network
transcription
"
835,528160.tags,"transcriptome
tissue specific
"
836,559064.tags,"grn
network
trn
"
837,560813.tags,"network
pin
ppi
"
838,613191.tags,"integrative
system biology
"
839,1320727.tags,"human
disease
bioinformatics
global
health
systems
"
840,114199.tags,"sustainable development
human population
altruism
commons
classic
human behaviour
tenure
"
841,226992.tags,"kalimantan
indonesia
palm oil
pa effectiveness
deforestation
satellite
borneo
enso
great apes
"
842,375823.tags,"carbon
redd
mitigation
biofuel
wedges
climate change
"
843,1067802.tags,"search
simulation
algorithm
"
844,1206611.tags,"community
network
"
845,84176.tags,"network
self similarity
complex
"
846,1272533.tags,"methods
statistics
"
847,1610049.tags,"drosophila
genomics
wolbachia
"
848,466050.tags,"hybrids
drosophila
cis regulation
transcription
trans regulation
evolution
gene regulation
"
849,303889.tags,"sociology
small
networks
social
worlds
"
850,307461.tags,"e
genome
network
organization
coli
gene
motif
"
851,1362387.tags,"chipseq
sequencing
dna protein interaction
biotech
"
852,1624776.tags,"gene duplication
fungi
adaptation
stress genes
evolution
"
853,2235507.tags,"gene expression
transcription factor binding site
evolution
"
854,2288308.tags,"phylogenetics
sequence alignment
evolution
faulty assumptions
phylogenomics
"
855,239528.tags,"normalization
robust
average
multichip
rma
"
856,1226851.tags,"math
bayesian
review
"
857,1362387.tags,"genomic
interaction
"
858,1388250.tags,"genomic
encode
"
859,1392792.tags,"genomic
general
encode
"
860,1602005.tags,"review
network
"
861,1880339.tags,"genome
functional elements
drosophila
"
862,1910555.tags,"promoter
expression
"
863,1989097.tags,"genome
sequence analysis
genomic
"
864,1197981.tags,"simultanous recording
pfc
parietal cortex
"
865,1391621.tags,"simultanous recording
parietal cortex
"
866,375823.tags,"economics
sustainability
deforestation
nutrition
energy
decisions
"
867,740681.tags,"tagging
delicious
comportamento
classificazione cooperativa
utente
folksonomy
"
868,1336057.tags,"expression
transcriptome
genome
classification
ncrna
non coding
transcription
noncoding rna
"
869,227153.tags,"project
official
human
genome
"
870,241030.tags,"alternative
sequence
humans
array
genome
sam
linkage
regulation
oligonucleotide
exons
genetic
analysis
sites
statistics
splicing
animals
transcription
techniques
genetics
expression
binding
gene
algorithms
"
871,415502.tags,"parser
blast
bioperl
"
872,226992.tags,"enso
satellite
pa effectiveness
kalimantan
borneo
great apes
deforestation
indonesia
gunung palung
"
873,1272533.tags,"bars
error
biology
from kell
"
874,2163327.tags,"hype
semantic web
"
875,238188.tags,"blast
sequence jockey
"
876,239569.tags,"e science
grid
cyberinfrastructure
"
877,415502.tags,"biocorba
perl
buggotea
blast
emboss
bioperl
clustalw
"
878,3594.tags,"sysbio
networks
regulation
transcription
yeast
"
879,1465869.tags,"afrique
genetique
evolution
paleoanthropologie
phenotype
200707
"
880,1465869.tags,"ibd
out of africa
pro replacement
morphology
genetics
"
881,1362387.tags,"transcription factors
protein dna
"
882,833421.tags,"cancer
networks
"
883,1206611.tags,"community
tododiss
evolution
social
graph
"
884,740681.tags,"tagging
usage
"
885,1206611.tags,"dynamics
complex
algorithms
math
biology
"
886,459365.tags,"math
stochastic
graph
topology
complex
"
887,90558.tags,"graph
networks
models
"
888,99.tags,"networks
small world
"
889,1465869.tags,"anthropology
biology
evolution
race
africa
single origin
"
890,1362387.tags,"molecular
protein
"
891,1392792.tags,"gene
molecular
"
892,1551105.tags,"geneexpression
yeast
"
893,1036681.tags,"dna
assembly
fragmentation
molecular
evolution
"
894,1036681.tags,"shuffling
proteins
mutagenesis
dna
assembly
molecular
evolution
fragmentation
"
895,1097231.tags,"cnv
expression
genomics
"
896,1307464.tags,"network
review
"
897,1320727.tags,"interactions
genomics
bioinformatics
"
898,1388250.tags,"encode
affymetrix
genomics
race
"
899,957831.tags,"hapmap
cnv
genomics
"
900,126997.tags,"recognition
fold
protein
structure
prediction
"
901,241030.tags,"gene
comparison
multiple
expression
microarray
fdr
"
902,525366.tags,"expression
gsea
gene
microarray
"
903,778023.tags,"machinelearning
deepbeliefnets
dimensionalityreduction
unsupervised
neuralnetwork
autoencoder
"
904,466050.tags,"expression
hybrid
trans
cis
evolution
"
905,540889.tags,"gene expression
evolution
human transcription factor
"
906,904109.tags,"genetics
expression
review
evolution
"
907,1388250.tags,"evolution
encode
"
908,1392792.tags,"evolution
encode
"
909,1880603.tags,"method
evolution
genome
"
910,355574.tags,"mendelian
evolution
positiveselection
snp
"
911,121661.tags,"decision making
learning
monkey
dopamine
reward
neuroeconomics
reinforcement
motivation
"
912,465989.tags,"neuroscience
risk
uncertainty
decision making
neuroeconomics
"
913,506468.tags,"reward
neuroscience
monkeys
punishment
reinforcement learning
reinforcement
amygdala
"
914,507525.tags,"causation
animals
causal reasoning
rats
reasoning
"
915,507926.tags,"judgment
deliberation
dijksterhuis
utt
choice
"
916,546157.tags,"neuroscience
morality
fmri
judgment
moral
"
917,656280.tags,"tool
planning
apes
future
"
918,771131.tags,"social
exchange
choice
cingulate cortex
contribution
"
919,771168.tags,"storage
food
strategic
animal
"
920,86865.tags,"monkey
decision making
neuroeconomics
reward
"
921,292.tags,"agi
ai
"
922,613191.tags,"gene regulation
palsson
regulatory networks
yeast
fba
"
923,1392792.tags,"genomics
ontology
history
science
gene
"
924,2163327.tags,"informatics
semanticweb
web30
"
925,1137519.tags,"internet
knowledgemanagement
"
926,272363.tags,"electronic
knowledgemanagement
information
"
927,1568644.tags,"correlation
neural coding
"
928,99.tags,"small world
network dynamics
"
929,211497.tags,"language
thesis
evolution
"
930,312476.tags,"language acquisition
cat computer sciences
machine learning
protein classification
grammar induction
computational linguistics
"
931,333353.tags,"05matheco19
cat physics
network
"
932,101.tags,"motif
network
"
933,1159615.tags,"network
signal transduction
motif
"
934,1307464.tags,"network
tf
motif
"
935,141840.tags,"microarray
cluster
"
936,302050.tags,"network
module
"
937,307461.tags,"motif
network
"
938,1320727.tags,"disease
network
"
939,504894.tags,"cancer
disease
predictor
"
940,1272533.tags,"analysis
biology
statistics
visualizations
"
941,137111.tags,"evolution
inheritance
genomic
dna
"
942,1392792.tags,"dna
gene
molecular
biology
genomics
"
943,80410.tags,"visual
imaging
cortex
neuroscience
"
944,1197981.tags,"monkey
attention
top down
bottom up
visual search
visual pop out
"
945,1391621.tags,"attention
mt
lip
"
946,1602005.tags,"network
biological theme
bioinformatics
"
947,1989097.tags,"evolution
gene
genome wide
orf
transcription
rna
"
948,1320727.tags,"systems biology
network
disease
topology
"
949,833421.tags,"network
topology
cancer
"
950,1388250.tags,"human genome
encode
"
951,272.tags,"scale free
transcription network
"
952,1272533.tags,"scholary
confidence
review
reference
statistics
"
953,1602005.tags,"visualization
tools
bioinformatics
"
954,106364.tags,"promotors
microrna targets
"
955,1910555.tags,"actex
transcription modules
"
956,549806.tags,"es
evolution
domain
continuous
ea
"
957,2107.tags,"gene
expression
feedback
yeast
"
958,620656.tags,"eqtl
yeast
"
959,904109.tags,"of
genetics
review
gene
expression
"
960,420465.tags,"yeast
evolution
worm
conserved
insect
"
961,1453145.tags,"folksonomy
collaborative
tagging
tag
cloud
"
962,303889.tags,"lecture 2
social search
"
963,1610049.tags,"lateral transfer
evolution
bacteria
"
964,1880339.tags,"genomics
evolution
mirna
fly
motifs
signatures
"
965,1880603.tags,"genomics
selection
fly
evolution
"
966,620656.tags,"yeast
transcription
expression
association
"
967,86487.tags,"microarray
micrornas
mirna target
mirna
"
968,880918.tags,"networks
expression
association
transcription
"
969,141524.tags,"cell
noise
single
regulation
gene
"
970,101.tags,"protein protein
protein
modularity
patterns
networks
"
971,354027.tags,"binding
bioinformatics
protein
computational
prediction
protein protein
structure
interaction
networks
biology
"
972,1206611.tags,"community
organizations
collaboration
persistence
practices
"
973,1632947.tags,"non linguistic rationality
practical
rationality
reasoning
cognition
"
974,112878.tags,"genomics
evolutionary comparisons
multiple alignment
"
975,1226851.tags,"bayesian statistics
computational biology
bioinformatics
systems biology
"
976,1362387.tags,"chip seq
genomics
cis regulatory elements
"
977,482101.tags,"dna binding
molecular biology techniques
microarray
transcription factors
"
978,1752368.tags,"models
language evolution
"
979,312119.tags,"statistical learning
cross situational
artificial grammars
"
980,312476.tags,"syntactic acquisition
machine learning
computational linguistics
models
"
981,1116998.tags,"grn
network inference
"
982,1752368.tags,"language
evolutionary dynamics
"
983,86487.tags,"microrna microarray
microrna
"
984,1097231.tags,"variation
cis regulatory
mammals
"
985,112878.tags,"noncoding
mammals
"
986,1551105.tags,"cis regulatory
fungi
"
987,2235507.tags,"microarray
fungi
cis regulatory
"
988,420465.tags,"flies
mammals
noncoding
worms
"
989,466050.tags,"cis regulatory
flies
"
990,466068.tags,"cis regulatory
fungi
"
991,1752368.tags,"games
dynamics
language
"
