,fileName,tags
159,1392584,eeg; kristina; vision; attention; oscillation; alpha; ee; arash; heathe; gamma; human; heather; joo seuk
160,1392792,science; eisen journal clu; heredity; genome; dna; gene; molecular; gene expression; comparative analysis; emily presented; encod; history; biology; genomic; informatics; encode; round robin; general; ontology; gen; genome variation; genotype to phenotype; genomics; evolution; orthologs paralog; molecula
161,1418865,lateral habenula; rpe; rat; inhibition; habenul; physiology; stimulation; habenula; dopamin; sn; dopamine; reinforcement learning; snc; predictio; neurophysiology; vta
162,1453145,clou; collaborative tagging; tag; collaborative; folksonomies; tool; tag clouds; taggin; folksonomy; tagging; search; folksonom
163,1465869,bottlenecks; phenotypic; ancient; ibd; genome; pro replacement; evolutionary genomics; evolution of intelligence; human genetics; pop gen; africa; race; genetique; on; biology; genetics; huma; population; single origi; anthropology; paleoanthropologie; populatio; afrique; morphology; 20070; variation; phenotype; genome variation; anthropometry; human variatio; evolution; human evolution; out of africa; genetic; population dynamics; human; cultural evolutio
164,1532668,reward; review; basal gangli; revie; decision makin; basal ganglia; dopamine; decision; reinforcement learning; dorsal striatum; striatum
165,1551105,sit; in depth suggestio; binding sit; devin presented; gene regulation; geneexpression; yeast; eisen journal club; yeas; acceleration; transcription; compare genomics; binding; fung; network; expressio; block; tfbs; divergence; transcriptio; cis regulatory; evolution; chip chip; regulatio; tf; rich presente
166,1568644,neural codin; lif; rate code; kristin; rate coding; synchronizatio; neuron; correlatio; integrate and fir; analysis; redundancy; correlation; coding; neurodynamics; computation
167,1602005,biological; review; network; bioinformatic; networ; protein protei; network alignment; tools; biological theme; visualization; networks; assessment; visulizatio
168,1610049,bacteria; eisen journal clu; genome; lgt; eukaryotes; gene; drosophila; have as pdf; evolutio; genetics; bacteri; bacterial; wolbachi; round robin; lateral transfer; genomics; evolution; phylogeny; stuart presented; lg; eukaryota
169,1610369,imaging; retrieva; biolog; mutant mice; molecular; associative memory; l and ; tools; consolidation; mouse; genera; transgenic; methods; morphology; 2p; c fos; amygdala; method; memory
170,1624776,gene fusio; genometree; fungi; yeast; stress genes; geneorder; adaptation; in depth suggestio; evolution; yeast genomic; yea; eisen journal club; evolutio; gene duplication; genome duplication; proteins; gen; synteny
171,1631613,acidification; coastal; sulfur; atmosphere; oceans; climate; carbo; impacts; eutrophication; dic; alkalinit; nitrogen; ocean; anthropogenic; nitrate; co2; carbon; atmospheric deposition
172,1632947,monke; macaqu; jessica; primat; social cognition; science; primate; distributed; cognitio; non linguistic rationality; goal directed; primates; social cognitio; imitation; non linguistic rationalit; reasoning; rationality; shiva; inference; nichola; monkey; cognition; action; evolution; practical; brian; rationalit
173,1752368,; lexicography; frequency; real data; language evolutio; language evolution; words; languag; vocabular; math; alternatives; tombstone; language; word; the; thousand; historical; evolutionary; verb; modeling; nowak; models; rule; linguistic; of; dynamics; evolution; is; clip2; evolutionary dynamic; games; word frequency
174,1794647,algorithms; ab initio; protein; prediction; structure; simulation method; star3; crystallography; phd; modelling; nm; comparative modeling; x ray; structur; predictio; refinement; computation; classi
175,1880339,signature; functional elements; mirna; genome; comparative; drosophila; networks; bioinformatics; regulator; conservatio; dros; genom; drosophil; comparative genomic; 2007; fly; motifs; genomics; evolution
176,1880603,phylogen; genome; gene; comparative; genome pape; drosophila; fl; evolutio; dros; selection; genom; 12flies; repeats; drosophil; droso; fly; genome size; 2007; genomics; comparative genomics; evolution; method; annotation; phylogeny; dmel
177,1910555,synthetic; logic; experimenta; model; circuits; systems biology; bacteria; expression; operator; interaction; synthetic biolog; regulation; arabinose; gene; comparative; library; sequence; lac; promoter; evo computation; gene expression; rules; systems; eisen journal club; coli; repression; evolutio; biology; prokaryote; protein; cis regulatory elements; transcription; factor; bioinformatics; syntheticbiology; desig; promote; evolvability; laci; network; informatics; rich presented; expressio; luciferase; round robi; tfbs; actex; activation; genotype to phenotype; activator; noncoding; polymerase; transcription module; combinatorial; initiation; arac; repressor; tf; expression regulation; excellent; grammar; gene circuits; transcriptome; architecture; organization
178,1926414,hippocampus; learning; kristina; electrophysiology; cortex; rat; prefronta; slee; nichola; sleep; pf; consolidation; heather; memory
179,1989097,humans; genome; primates; evolutionary proteomics; gene; gene finding; sequence; rna; homology; gene expression; sequence analysis; genome variatio; rn; genetics; transcription; bioinformatics; algorithms; genomic; methods; phylogenomics; data mining; mammal; genome wide; genomi; noncoding; animals; comparative genomics; evolution; amino acid; orf; annotation; hominidae; proteins; genome annotatio; human; vertebrates
180,2163327,semantic we; web3; informatics; semanticweb; hype
181,2235507,fungi; gene expression; systems biology; expression; transcription factor binding site; evolutio; cis regulator; expressio; evolutionary genomics; divergence; gene; microarray; promoter
